Date,^GSPC
2023-08-02,-0.013936200638336184
2023-08-03,-0.0025512254502915274
2023-08-04,-0.0053141693739379705
2023-08-07,0.008983618964856572
2023-08-08,-0.004227205100058866
2023-08-09,-0.007063619102045116
2023-08-10,0.00025068252108086326
2023-08-11,-0.0010702648992294865
2023-08-14,0.005734004879419051
2023-08-15,-0.011618139396096483
2023-08-16,-0.007584081792624527
2023-08-17,-0.0077428113775290805
2023-08-18,-0.00014871788395720285
2023-08-21,0.006855634859799785
2023-08-22,-0.0027813310465456837
2023-08-23,0.010984330710791359
2023-08-24,-0.01354935398400801
2023-08-25,0.006695501060295156
2023-08-28,0.006245078594196461
2023-08-29,0.014404068712056505
2023-08-30,0.003825854181192944
2023-08-31,-0.0015982129743398576
2023-09-01,0.001797512765518541
2023-09-05,-0.004202997821381205
2023-09-06,-0.006996014491432261
2023-09-07,-0.003216433115732967
2023-09-08,0.0014256060622570594
2023-09-11,0.006700951498135517
2023-09-12,-0.005712169023003997
2023-09-13,0.0012408621175346041
2023-09-14,0.00839458553366625
2023-09-15,-0.012234145842493929
2023-09-18,0.0007210276941755188
2023-09-19,-0.0021533273615331264
2023-09-20,-0.009439204206291041
2023-09-21,-0.016536918318488084
2023-09-22,-0.0022982374027607495
2023-09-25,0.0040149942038066174
2023-09-26,-0.014844165482264943
2023-09-27,0.00022928777229479233
2023-09-28,0.005875877143000698
2023-09-29,-0.002713259648289315
2023-10-02,7.936440615299324e-05
2023-10-03,-0.013839395863449198
2023-10-04,0.008077047607828946
2023-10-05,-0.0013048811469951228
2023-10-06,0.011745642093961117
2023-10-09,0.006284068119387409
2023-10-10,0.005194476099985354
2023-10-11,0.004283819500095073
2023-10-12,-0.006266024940654918
2023-10-13,-0.005031495660219892
2023-10-16,0.010538642302589985
2023-10-17,-9.824987944376507e-05
2023-10-18,-0.013490408251151898
2023-10-19,-0.008519032328057976
2023-10-20,-0.012665149196155915
2023-10-23,-0.0016869920654349177
2023-10-24,0.0072395235196288195
2023-10-25,-0.014443434657238052
2023-10-26,-0.011903081205584871
2023-10-27,-0.00481183857862075
2023-10-30,0.011938474300285915
2023-10-31,0.006454084821688244
2023-11-01,0.010451194990191868
2023-11-02,0.018682938934086474
2023-11-03,0.00934988354455146
2023-11-06,0.0017514577241005862
2023-11-07,0.0028360934017119537
2023-11-08,0.0010044110324198868
2023-11-09,-0.008116690699068705
2023-11-10,0.015495759270772258
2023-11-13,-0.0008361884413700847
2023-11-14,0.01889537047457725
2023-11-15,0.0015957382078471765
2023-11-16,0.0011897193967137305
2023-11-17,0.0012812279371779871
2023-11-20,0.007363103793795633
2023-11-21,-0.002022975931757968
2023-11-22,0.004052905094313324
2023-11-24,0.0005966956096450322
2023-11-27,-0.0019560693168983586
2023-11-28,0.0009796385280502918
2023-11-29,-0.0009466966151019382
2023-11-30,0.003776931264994605
2023-12-01,0.005856558953846637
2023-12-04,-0.005423188063826943
2023-12-05,-0.0005690315939348026
2023-12-06,-0.003913851944943747
2023-12-07,0.007936610684821922
2023-12-08,0.0040871341465037936
2023-12-11,0.003916813547781492
2023-12-12,0.0045888127956924
2023-12-13,0.01355834517501981
2023-12-14,0.002643565185154432
2023-12-15,-7.625240044859478e-05
2023-12-18,0.004518122263400515
2023-12-19,0.005849267450818904
2023-12-20,-0.014793147965305628
2023-12-21,0.010248769307271876
2023-12-22,0.0016586821527610754
2023-12-26,0.004222761046978559
2023-12-27,0.0014294356164229985
2023-12-28,0.0003701061103271183
2023-12-29,-0.0028304770367338357
2024-01-02,-0.005676660799723162
2024-01-03,-0.008048618327197648
2024-01-04,-0.003434271663317429
2024-01-05,0.0018240216394339805
2024-01-08,0.014015945436353141
2024-01-09,-0.0014789938523175842
2024-01-10,0.005649980650495912
2024-01-11,-0.0006712808369611647
2024-01-12,0.0007506937530339595
2024-01-16,-0.0037383190523568345
2024-01-17,-0.005632731271107821
2024-01-18,0.008766720726243148
2024-01-19,0.012238308232548512
2024-01-22,0.0021919211872316853
2024-01-23,0.002917115340764486
2024-01-24,0.0008115989762168653
2024-01-25,0.00524657813497798
2024-01-26,-0.0006519977554263648
2024-01-29,0.007528365505246204
2024-01-30,-0.0006008303969786162
2024-01-31,-0.016236851740733683
2024-02-01,0.012416286114049784
2024-02-02,0.01062777072263312
2024-02-05,-0.0031914247092839714
2024-02-06,0.0023077459317481074
2024-02-07,0.008207682594008628
2024-02-08,0.000570420540090595
2024-02-09,0.0057259171287955156
2024-02-12,-0.0009494041426524416
2024-02-13,-0.013768609419845444
2024-02-14,0.009534168304216807
2024-02-15,0.00580437267404004
2024-02-16,-0.0048150435759610425
2024-02-20,-0.0060234264658172495
2024-02-21,0.0012634014951035982
2024-02-22,0.02090288866640342
2024-02-23,0.000347887026502183
2024-02-26,-0.003793939244668484
2024-02-27,0.001704895538720964
2024-02-28,-0.001659531321112244
2024-02-29,0.0052154704557999644
2024-03-01,0.007975936433387976
2024-03-04,-0.0011939745749630112
2024-03-05,-0.010245406275917994
2024-03-06,0.005127932853001643
2024-03-07,0.010251402284983627
2024-03-08,-0.006549922992050337
2024-03-11,-0.0011228682680281005
2024-03-12,0.011139512586668012
2024-03-13,-0.0019263840021219723
2024-03-14,-0.002875221051495188
2024-03-15,-0.0065040228597376655
2024-03-18,0.006298184238480456
